"~start_node_id","~start_node_labels","~start_node_property_name","~relationship_type","~end_node_id","~end_node_labels","~end_node_property_name","~end_node_property_score","~end_node_property_description","~start_node_property_scf_id","~start_node_property_strength","~start_node_property_description"
"934","Policy","Out-of-Band Authentication (OOBA) ","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - IAC-02.4",5,"Mechanisms exist to implement Out-of-Band Authentication (OOBA) under specific conditions. "
"935","Policy","Identification & Authentication for Non-Organizational Users ","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - IAC-03",9,"Mechanisms exist to uniquely identify and centrally Authenticate, Authorize and Audit (AAA) third-party users and processes that provide services to the organization."
"936","Policy","Acceptance of PIV Credentials from Other Organizations ","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - IAC-03.1",2,"Mechanisms exist to accept and electronically verify Personal Identity Verification (PIV) credentials from third-parties."
"937","Policy","Acceptance of Third-Party Credentials","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - IAC-03.2",2,"Automated mechanisms exist to accept Federal Identity, Credential and Access Management (FICAM)-approved third-party credentials. "
"938","Policy","Use of FICAM-Issued Profiles","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - IAC-03.3",2,"Mechanisms exist to conform systems to Federal Identity, Credential and Access Management (FICAM)-issued profiles. "
"939","Policy","Disassociability","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - IAC-03.4",2,"Mechanisms exist to disassociate user attributes or credential assertion relationships among individuals, credential service providers and relying parties."
"940","Policy","Acceptance of External Authenticators","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - IAC-03.5",4,"Mechanisms exist to restrict the use of external authenticators to those that are National Institute of Standards and Technology (NIST)-compliant and maintain a list of accepted external authenticators."
"941","Policy","Identification & Authentication for Devices","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - IAC-04",9,"Mechanisms exist to uniquely identify and centrally Authenticate, Authorize and Audit (AAA) devices before establishing a connection using bidirectional authentication that is cryptographically- based and replay resistant."
"942","Policy","Device Attestation","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - IAC-04.1",5,"Mechanisms exist to ensure device identification and authentication is accurate by centrally-managing the joining of systems to the domain as part of the initial asset configuration management process."
"943","Policy","Identification & Authentication for Third Party Systems & Services","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - IAC-05",9,"Mechanisms exist to identify and authenticate third-party systems and services."
"944","Policy","Sharing Identification & Authentication Information","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - IAC-05.1",5,"Mechanisms exist to ensure external service providers provide current and accurate information for any third-party user with access to the organization's data or assets."
"945","Policy","Privileged Access by Non-Organizational Users","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - IAC-05.2",9,"Mechanisms exist to prohibit privileged access by non-organizational users."
"946","Policy","Multi-Factor Authentication (MFA)","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - IAC-06",9,"Automated mechanisms exist to enforce Multi-Factor Authentication (MFA) for:  ▪ Remote network access;   ▪ Third-party systems, applications and/or services; and/ or  ▪ Non-console access to critical systems or systems that store, transmit and/or process sensitive/regulated data."
"947","Policy","Network Access to Privileged Accounts","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - IAC-06.1",9,"Mechanisms exist to utilize Multi-Factor Authentication (MFA) to authenticate network access for privileged accounts. "
"948","Policy","Network Access to Non-Privileged Accounts ","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - IAC-06.2",7,"Mechanisms exist to utilize Multi-Factor Authentication (MFA) to authenticate network access for non-privileged accounts. "
"949","Policy","Local Access to Privileged Accounts ","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - IAC-06.3",5,"Mechanisms exist to utilize Multi-Factor Authentication (MFA) to authenticate local access for privileged accounts. "
"950","Policy","Out-of-Band Multi-Factor Authentication ","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - IAC-06.4",5,"Mechanisms exist to implement Multi-Factor Authentication (MFA) for remote access to privileged and non-privileged accounts such that one of the factors is securely provided by a device separate from the system gaining access. "
"951","Policy","User Provisioning & De-Provisioning ","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - IAC-07",10,"Mechanisms exist to utilize a formal user registration and de-registration process that governs the assignment of access rights. "
"952","Policy","Change of Roles & Duties","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - IAC-07.1",10,"Mechanisms exist to revoke user access rights following changes in personnel roles and duties, if no longer necessary or permitted. "
"953","Policy","Termination of Employment","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - IAC-07.2",10,"Mechanisms exist to revoke user access rights in a timely manner, upon termination of employment or contract."
"954","Policy","Role-Based Access Control (RBAC) ","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - IAC-08",9,"Mechanisms exist to enforce a Role-Based Access Control (RBAC) policy over users and resources that applies need-to-know and fine-grained access control for sensitive/regulated data access."
"955","Policy","Identifier Management (User Names)","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - IAC-09",9,"Mechanisms exist to govern naming standards for usernames and systems."
"956","Policy","User Identity (ID) Management ","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - IAC-09.1",9,"Mechanisms exist to ensure proper user identification management for non-consumer users and administrators. "
"957","Policy","Identity User Status","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - IAC-09.2",7,"Mechanisms exist to identify contractors and other third-party users through unique username characteristics. "
"958","Policy","Dynamic Management","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - IAC-09.3",5,"Mechanisms exist to dynamically manage usernames and system identifiers. "
"959","Policy","Cross-Organization Management","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - IAC-09.4",5,"Mechanisms exist to coordinate username identifiers with external organizations for cross-organization management of identifiers. "
"960","Policy","Privileged Account Identifiers","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - IAC-09.5",9,"Mechanisms exist to uniquely manage privileged accounts to identify the account as a privileged user or service."
"961","Policy","Pairwise Pseudonymous Identifiers (PPID)","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - IAC-09.6",1,"Mechanisms exist to generate pairwise pseudonymous identifiers with no identifying information about a data subject to discourage activity tracking and profiling of the data subject."
"962","Policy","Authenticator Management","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - IAC-10",10,"Mechanisms exist to securely manage authenticators for users and devices."
"963","Policy","Password-Based Authentication ","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - IAC-10.1",9,"Mechanisms exist to enforce complexity, length and lifespan considerations to ensure strong criteria for password-based authentication."
"964","Policy","PKI-Based Authentication","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - IAC-10.2",9,"Automated mechanisms exist to validate certificates by constructing and verifying a certification path to an accepted trust anchor including checking certificate status information for PKI-based authentication."
"965","Policy","In-Person or Trusted Third-Party Registration","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - IAC-10.3",9,"Mechanisms exist to conduct in-person or trusted third-party identify verification before user accounts for third-parties are created."
"966","Policy","Automated Support For Password Strength","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - IAC-10.4",5,"Automated mechanisms exist to determine if password authenticators are sufficiently strong enough to satisfy organization-defined password length and complexity requirements. "
